#
# RATE05 - February 17 2006 - non-dipole - www.udfa.net
#
# REFERENCE: 
# Woodall, Ag\'undez, Markwick-Kemper, Millar, 2006, A\&A submitted.
#
# We strongly recommend you read the paper before attempting implementation of this data.
#
# *** NOTE: Exercise caution with use of the rate coefficients of the following reactions ***
# *** You need to do something about them, otherwise at 10 K you will get garbage results ***
# 93,172,267,283,289,311,314,353,355,379,421,433,445,448,450,459,468,490,492,493,495,503,
# 504,522,535,542,660,2938,2940,3527-8,3530-1,3546,3547,3549,3550,3552,3553,3575-3580,4001,4002,
# 4007,4008,4105,4109,4133,4551,4578,4586,4588,4589,4590,4594,4597,4598
#
# FORMAT:
# ix,reactant1,reactant2,reactant3,product1,product2,product3,product4,alpha,beta,gamma,clem,tmin,tmax,accuracy,source
#
2454,CO,HCO2+,,CO2,HCO+,,,7.80E-10,0.00,0.0,L,10,41000,C,
2455,CO+,SO2,,SO+,CO2,,,1.70E-09,0.00,0.0,M,10,41000,A,7507
2456,CO,SO2+,,SO+,CO2,,,3.00E-10,0.00,0.0,M,10,41000,A,7302
2457,N2+,HCO,,HN2+,CO,,,3.70E-10,0.00,0.0,L,10,41000,C,
2458,N2+,H2CO,,HCO+,N2,H,,2.52E-09,0.00,0.0,M,10,41000,A,8010
2459,N2,HNO+,,NO,HN2+,,,1.00E-11,0.00,0.0,M,10,41000,A,7104
2460,N2,O2H+,,O2,HN2+,,,8.00E-10,0.00,0.0,M,10,41000,A,7516
2461,N2+,H2S,,S+,N2,H2,,2.25E-10,0.00,0.0,M,10,41000,A,8010
2462,N2+,H2S,,HS+,N2,H,,1.13E-09,0.00,0.0,M,10,41000,A,8010
2463,N2+,OCS,,S+,N2,CO,,1.04E-09,0.00,0.0,M,10,41000,A,8010
2464,HCN,CH3CH3+,,HCNH+,C2H5,,,1.20E-09,0.00,0.0,M,10,41000,A,9801
2465,HCN,C2H7+,,HCNH+,CH3CH3,,,1.98E-09,0.00,0.0,M,10,41000,A,8011
2466,HCN,C2H7+,,CH3CNH+,CH4,,,2.20E-10,0.00,0.0,M,10,41000,A,8011
2467,HCN,CH3OH2+,,CH3CNH+,H2O,,,2.30E-11,0.00,0.0,M,10,41000,A,8637
2468,HCN,C4H+,,C4H2+,CN,,,9.45E-11,0.00,0.0,M,10,41000,B,9399
2469,HCN,C4H+,,HC5N+,H,,,1.23E-09,0.00,0.0,M,10,41000,B,9399
2470,HCN,C2N2+,,NCCNH+,CN,,,2.03E-09,0.00,0.0,M,10,41000,A,8932
2471,HCN,C2N2+,,HCN+,NCCN,,,5.40E-10,0.00,0.0,M,10,41000,A,8932
2472,HCN,C5+,,C5H+,CN,,,3.30E-10,0.00,0.0,M,10,41000,B,8924
2473,HCNH+,Si,,SiNC+,H2,,,5.00E-10,0.00,0.0,L,10,41000,C,HM89
2474,HCNH+,H2CO,,H3CO+,HCN,,,1.05E-09,0.00,0.0,M,10,41000,A,7814
2475,HCNH+,H2CO,,H3CO+,HNC,,,1.05E-09,0.00,0.0,M,10,41000,A,7814
2476,HCNH+,H2S,,H3S+,HCN,,,1.70E-10,0.00,0.0,M,10,41000,A,7813
2477,HCNH+,H2S,,H3S+,HNC,,,1.70E-10,0.00,0.0,M,10,41000,A,7813
2478,HCNH+,CH3CN,,CH3CNH+,HCN,,,1.90E-09,0.00,0.0,M,10,41000,A,8929
2479,HCNH+,CH3CN,,CH3CNH+,HNC,,,1.90E-09,0.00,0.0,M,10,41000,A,8929
2480,HCNH+,HC3N,,HC3NH+,HCN,,,1.70E-09,0.00,0.0,M,10,41000,B,7911
2481,HCNH+,HC3N,,HC3NH+,HNC,,,1.70E-09,0.00,0.0,M,10,41000,B,7911
2482,HCNH+,CH2CHCN,,H4C3N+,HCN,,,2.25E-09,0.00,0.0,M,10,41000,A,9117
2483,HCNH+,CH2CHCN,,H4C3N+,HNC,,,2.25E-09,0.00,0.0,M,10,41000,A,9117
2484,H2NC+,Si,,SiNC+,H2,,,5.00E-10,0.00,0.0,L,10,41000,C,HM89
2485,C2H4+,C2H4,,C3H5+,CH3,,,7.11E-10,0.00,0.0,M,10,41000,A,9399
2486,C2H4+,C2H4,,C4H7+,H,,,7.90E-11,0.00,0.0,M,10,41000,A,9399
2487,C2H4,Si+,,SiC2H3+,H,,,2.24E-10,0.00,0.0,L,10,41000,B,9110
2488,C2H4+,Si,,SiC2H2+,H2,,,2.00E-10,0.00,0.0,L,10,41000,C,HM89
2489,C2H4+,Si,,SiC2H3+,H,,,2.00E-10,0.00,0.0,L,10,41000,C,HM89
2490,C2H4,HCO+,,C2H5+,CO,,,1.40E-09,0.00,0.0,L,10,41000,C,
2491,C2H4,C2H5+,,C3H5+,CH4,,,3.90E-10,0.00,0.0,M,10,41000,A,7712
2492,C2H4+,CH3CH3,,C3H6+,CH4,,,5.15E-13,0.00,0.0,M,10,41000,A,9399
2493,C2H4+,CH3CH3,,C3H7+,CH3,,,4.64E-12,0.00,0.0,M,10,41000,A,9399
2494,C2H4,P+,,PC2H2+,H2,,,1.20E-09,0.00,0.0,M,10,41000,A,8912
2495,C2H4,O2+,,C2H4+,O2,,,6.80E-10,0.00,0.0,M,10,41000,A,8634
2496,C2H4,PH+,,PCH2+,CH3,,,3.60E-10,0.00,0.0,M,10,41000,A,8912
2497,C2H4,PH+,,PC2H3+,H2,,,8.40E-10,0.00,0.0,M,10,41000,A,8912
2498,C2H4,S+,,HCS+,CH3,,,6.18E-10,0.00,0.0,M,10,41000,B,9553
2499,C2H4,S+,,CH3CS+,H,,,2.38E-10,0.00,0.0,M,10,41000,B,9553
2500,C2H4,S+,,C2H3+,HS,,,9.50E-11,0.00,0.0,M,10,41000,B,9553
2501,C2H4+,S,,HC2S+,H2,H,,1.00E-09,0.00,0.0,L,10,41000,C,MH90
2502,C2H4+,SiH4,,SiH2+,CH3CH3,,,1.96E-10,0.00,0.0,M,10,41000,B,7428
2503,C2H4+,SiH4,,SiH3,C2H5+,,,5.04E-10,0.00,0.0,M,10,41000,B,7428
2504,C2H4+,SiH4,,SiH3+,C2H5,,,6.16E-10,0.00,0.0,M,10,41000,B,7428
2505,C2H4,PH2+,,PCH2+,CH4,,,1.44E-10,0.00,0.0,M,10,41000,A,8912
2506,C2H4,PH2+,,PC2H4+,H2,,,1.06E-09,0.00,0.0,M,10,41000,A,8912
2507,C2H4+,H2S,,H2S+,C2H4,,,6.57E-10,0.00,0.0,M,10,41000,A,7714
2508,C2H4+,H2S,,H2CS+,CH4,,,7.42E-11,0.00,0.0,M,10,41000,A,7714
2509,C2H4+,H2S,,H3CS+,CH3,,,3.29E-10,0.00,0.0,M,10,41000,A,7714
2510,C2H4,C3+,,C5H3+,H,,,1.35E-10,0.00,0.0,M,10,41000,B,8805
2511,C2H4,C3+,,C5H2+,H2,,,2.34E-10,0.00,0.0,M,10,41000,B,8805
2512,C2H4,C3+,,C3H2+,C2H2,,,1.35E-10,0.00,0.0,M,10,41000,B,8805
2513,C2H4,C3H+,,H2C3H+,C2H2,,,9.00E-10,0.00,0.0,M,10,41000,A,8304
2514,C2H4+,C3H,,C4H2+,CH3,,,1.90E-09,0.00,0.0,L,10,41000,C,HL89
2515,C2H4+,C3H,,CH3C4H+,H,,,6.30E-10,0.00,0.0,L,10,41000,C,HL89
2516,C2H4,C3H+,,C5H3+,H2,,,5.00E-11,0.00,0.0,M,10,41000,A,8304
2517,C2H4+,C3H2,,C4H3+,CH3,,,1.50E-09,0.00,0.0,L,10,41000,C,HL89
2518,C2H4+,H2CCC,,C4H3+,CH3,,,1.50E-09,0.00,0.0,L,10,41000,C,HL89
2519,C2H4,C3H2+,,CH3CCH+,C2H2,,,6.60E-10,0.00,0.0,L,10,41000,A,9274
2520,C2H4+,C3H2,,C5H5+,H,,,5.00E-10,0.00,0.0,L,10,41000,C,HL89
2521,C2H4+,H2CCC,,C5H5+,H,,,5.00E-10,0.00,0.0,L,10,41000,C,HL89
2522,C2H4,C3H2+,,C5H5+,H,,,4.40E-10,0.00,0.0,M,10,41000,A,9274
2523,C2H4+,C3H3,,C4H3+,CH4,,,8.00E-10,0.00,0.0,L,10,41000,C,HL89
2524,C2H4+,C3H3,,C5H5+,H2,,,8.00E-10,0.00,0.0,L,10,41000,C,HL89
2525,C2H4,C3H3+,,C5H5+,H2,,,1.10E-19,0.00,0.0,M,10,41000,B,0001
2526,C2H4,H2C3H+,,C5H5+,H2,,,1.10E-09,0.00,0.0,L,10,41000,C,HL89
2527,C2H4+,CH3CCH,,C4H5+,CH3,,,8.00E-10,0.00,0.0,L,10,41000,C,HL89
2528,C2H4,C4H+,,C4H3+,C2H2,,,7.50E-10,0.00,0.0,L,10,41000,C,HL89
2529,C2H4+,C4H,,C6H4+,H,,,2.50E-10,0.00,0.0,L,10,41000,C,HL89
2530,C2H4,C4H+,,C6H4+,H,,,7.50E-10,0.00,0.0,L,10,41000,C,HL89
2531,C2H4+,C4H,,C5H2+,CH3,,,7.50E-10,0.00,0.0,L,10,41000,C,HL89
2532,C2H4,C4H2+,,C6H5+,H,,,8.00E-10,0.00,0.0,L,10,41000,C,HL89
2533,C2H4+,H2CCCC,,C5H3+,CH3,,,5.00E-10,0.00,0.0,L,10,41000,C,HL89
2534,C2H4+,H2CCCC,,C6H4+,H2,,,5.00E-10,0.00,0.0,L,10,41000,C,HL89
2535,C2H4,C4H2+,,C6H4+,H2,,,2.00E-10,0.00,0.0,L,10,41000,C,HL89
2536,C2H4+,HC3N,,HC3NH+,C2H3,,,1.10E-09,0.00,0.0,M,10,41000,A,7911
2537,C2H4,HC3N+,,HC3NH+,C2H3,,,1.34E-10,0.00,0.0,M,10,41000,B,8616
2538,C2H4,NCCNH+,,C2H5+,NCCN,,,5.60E-10,0.00,0.0,M,10,41000,B,8412
2539,C2H4,C5+,,C7H3+,H,,,4.59E-10,0.00,0.0,M,10,41000,B,8805
2540,C2H4,C5+,,C7H2+,H2,,,2.72E-10,0.00,0.0,M,10,41000,B,8805
2541,C2H4,C5+,,C5H2+,C2H2,,,5.10E-10,0.00,0.0,M,10,41000,B,8805
2542,C2H4+,C5H,,C6H2+,CH3,,,2.10E-09,0.00,0.0,L,10,41000,C,HL89
2543,C2H4+,C5H,,C7H4+,H,,,7.00E-10,0.00,0.0,L,10,41000,C,HL89
2544,C2H4+,C5H2,,C7H5+,H,,,5.00E-10,0.00,0.0,L,10,41000,C,HL89
2545,C2H4,C5H2+,,C7H5+,H,,,5.00E-10,0.00,0.0,L,10,41000,C,HL89
2546,C2H4+,C5H2,,C6H3+,CH3,,,1.50E-09,0.00,0.0,L,10,41000,C,HL89
2547,C2H4,C5H2+,,C7H4+,H2,,,5.00E-10,0.00,0.0,L,10,41000,C,HL89
2548,C2H4+,C6H,,C7H2+,CH3,,,7.50E-10,0.00,0.0,L,10,41000,C,HL89
2549,C2H4+,C6H,,C8H4+,H,,,2.50E-10,0.00,0.0,L,10,41000,C,HL89
2550,C2H4+,C6H2,,C7H3+,CH3,,,5.00E-10,0.00,0.0,L,10,41000,C,HL89
2551,C2H4+,C6H2,,C8H4+,H2,,,5.00E-10,0.00,0.0,L,10,41000,C,HL89
2552,C2H4,C6H2+,,C8H4+,H2,,,1.00E-09,0.00,0.0,L,10,41000,C,HL89
2553,C2H4,C6H5+,,C6H7+,C2H2,,,8.50E-11,0.00,0.0,L,10,41000,A,8920
2554,C2H4+,C7H,,C8H2+,CH3,,,2.30E-09,0.00,0.0,L,10,41000,C,HL89
2555,C2H4+,C7H,,C9H4+,H,,,7.50E-10,0.00,0.0,L,10,41000,C,HL89
2556,C2H4+,C7H2,,C8H3+,CH3,,,1.50E-09,0.00,0.0,L,10,41000,C,HL89
2557,C2H4+,C7H2,,C9H4+,H2,,,5.00E-10,0.00,0.0,L,10,41000,C,HL89
2558,C2H4,C7H2+,,C9H4+,H2,,,1.00E-09,0.00,0.0,L,10,41000,C,HL89
2559,Si,HCO+,,SiH+,CO,,,1.60E-09,0.00,0.0,L,10,41000,C,
2560,Si+,CH3OH,,SiOH+,CH3,,,1.65E-09,0.00,0.0,M,10,41000,B,8705
2561,Si+,C3H,,SiC3+,H,,,1.00E-09,0.00,0.0,L,10,41000,C,HM89
2562,Si,C3H+,,SiC3+,H,,,2.00E-10,0.00,0.0,L,10,41000,C,HM89
2563,Si,C3H2+,,SiC3+,H2,,,2.00E-10,0.00,0.0,L,10,41000,C,HM89
2564,Si+,C3H2,,SiC3H+,H,,,1.00E-09,0.00,0.0,L,10,41000,C,HM89
2565,Si+,H2CCC,,SiC3H+,H,,,1.00E-09,0.00,0.0,L,10,41000,C,HM89
2566,Si,C3H2+,,SiC3H+,H,,,2.00E-10,0.00,0.0,L,10,41000,C,HM89
2567,Si+,C3H3,,SiC3H2+,H,,,1.00E-09,0.00,0.0,L,10,41000,C,HM89
2568,Si,C3H3+,,SiC3H2+,H,,,2.00E-10,0.00,0.0,L,10,41000,C,HM89
2569,Si,H2C3H+,,SiC3H2+,H,,,2.00E-10,0.00,0.0,L,10,41000,C,HM89
2570,Si,C3H3+,,SiC3H+,H2,,,2.00E-10,0.00,0.0,L,10,41000,C,HM89
2571,Si,H2C3H+,,SiC3H+,H2,,,2.00E-10,0.00,0.0,L,10,41000,C,HM89
2572,Si+,CH3CCH,,SiC2H3+,CH,,,7.20E-10,0.00,0.0,M,10,41000,B,9110
2573,Si+,CH3CCH,,SiC2H+,CH3,,,3.00E-10,0.00,0.0,M,10,41000,B,9110
2574,Si+,CH3CCH,,SiCH2+,C2H2,,,1.80E-10,0.00,0.0,M,10,41000,B,9110
2575,Si+,C2H5OH,,SiOH+,C2H5,,,2.20E-09,0.00,0.0,M,10,41000,B,8705
2576,Si+,C4H,,SiC4+,H,,,1.00E-09,0.00,0.0,L,10,41000,C,HM89
2577,Si+,H2CCCC,,C4H+,SiH,,,1.60E-09,0.00,0.0,M,10,41000,A,9110
2578,Si,C4H2+,,SiC4+,H2,,,2.00E-10,0.00,0.0,L,10,41000,C,HM89
2579,Si,C4H2+,,SiC4H+,H,,,2.00E-10,0.00,0.0,L,10,41000,C,HM89
2580,Si+,NCCN,,SiNC+,CN,,,1.50E-10,0.00,0.0,M,10,41000,B,8917
2581,Si+,OCS,,SiS+,CO,,,9.00E-10,0.00,0.0,M,10,41000,B,8918
2582,HCO+,HCO,,H2CO+,CO,,,7.30E-10,0.00,0.0,L,10,41000,C,
2583,HCO,HN2+,,H2CO+,N2,,,7.30E-10,0.00,0.0,L,10,41000,C,
2584,HCO+,CH2NH,,CH2NH2+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,
2585,HCO+,C2H5,,CH3CH3+,CO,,,1.40E-09,0.00,0.0,L,10,41000,C,
2586,HCO+,SiH,,SiH2+,CO,,,8.70E-10,0.00,0.0,L,10,41000,C,HM89
2587,HCO+,H2CO,,H3CO+,CO,,,3.30E-09,0.00,0.0,M,10,41000,A,7906
2588,HCO,H2CO+,,H3CO+,CO,,,3.60E-10,0.00,0.0,L,10,41000,C,
2589,HCO+,CH3CH3,,C2H7+,CO,,,1.20E-10,0.00,0.0,M,10,41000,A,8117
2590,HCO+,SiH2,,SiH3+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,HM89
2591,HCO+,P,,PH+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,8912
2592,HCO,HNO+,,H2CO+,NO,,,7.20E-10,0.00,0.0,L,10,41000,C,
2593,HCO+,PH,,PH2+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,
2594,HCO,O2+,,O2H+,CO,,,3.60E-10,0.00,0.0,L,10,41000,C,
2595,HCO+,CH3OH,,CH3OH2+,CO,,,2.70E-09,0.00,0.0,M,10,41000,A,7902
2596,HCO+,S,,HS+,CO,,,3.30E-10,0.00,0.0,L,10,41000,C,
2597,HCO,S+,,HS+,CO,,,3.60E-10,0.00,0.0,L,10,41000,C,
2598,HCO+,SiH4,,SiH5+,CO,,,1.40E-09,0.00,0.0,L,10,41000,C,HM89
2599,HCO+,PH2,,PH3+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,
2600,HCO,O2H+,,O2,H2CO+,,,7.10E-10,0.00,0.0,L,10,41000,C,
2601,HCO+,HS,,H2S+,CO,,,8.20E-10,0.00,0.0,L,10,41000,C,
2602,HCO+,H2S,,H3S+,CO,,,1.60E-09,0.00,0.0,M,10,41000,B,7507
2603,HCO+,C3,,C3H+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,
2604,HCO+,C3H,,C3H2+,CO,,,1.40E-09,0.00,0.0,L,10,41000,C,
2605,HCO+,C3H2,,C3H3+,CO,,,1.40E-09,0.00,0.0,L,10,41000,C,
2606,HCO+,H2CCC,,H2C3H+,CO,,,1.40E-09,0.00,0.0,L,10,41000,C,
2607,HCO+,C3H3,,CH3CCH+,CO,,,1.40E-09,0.00,0.0,L,10,41000,C,
2608,HCO+,C2O,,HC2O+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,
2609,HCO+,CH3CCH,,C3H5+,CO,,,1.40E-09,0.00,0.0,L,10,41000,C,
2610,HCO+,SiC,,HCSi+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,HM89
2611,HCO+,HCSi,,SiCH2+,CO,,,1.40E-09,0.00,0.0,L,10,41000,C,HM89
2612,HCO+,CH3CN,,CH3CNH+,CO,,,4.10E-09,0.00,0.0,M,10,41000,A,7605
2613,HCO+,H2CCO,,CH3CO+,CO,,,1.80E-09,0.00,0.0,M,10,41000,A,7902
2614,HCO+,NH2CN,,NH2CNH+,CO,,,1.00E-09,0.00,0.0,E,10,41000,C,
2615,HCO+,SiCH2,,SiCH3+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,HM89
2616,HCO+,CP,,HCP+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,8912
2617,HCO+,HNSi,,SiNH2+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,HM89
2618,HCO+,SiCH3,,SiCH4+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,HM89
2619,HCO+,HCP,,PCH2+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,8912
2620,HCO+,CH3CHO,,CH3CHOH+,CO,,,3.40E-09,0.00,0.0,M,10,41000,A,7902
2621,HCO+,CS,,HCS+,CO,,,1.20E-09,0.00,0.0,L,10,41000,C,
2622,HCO+,SiO,,SiOH+,CO,,,7.90E-10,0.00,0.0,L,10,41000,C,HM89
2623,HCO+,N2O,,HN2O+,CO,,,3.50E-10,0.00,0.0,M,10,41000,A,8710
2624,HCO+,PN,,HPN+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,
2625,HCO+,CH2PH,,PCH4+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,8912
2626,HCO+,HCOOH,,HCOOH2+,CO,,,1.80E-09,0.00,0.0,M,10,41000,A,7902
2627,HCO+,C2H5OH,,C2H5OH2+,CO,,,2.20E-09,0.00,0.0,M,10,41000,A,7902
2628,HCO+,CH3OCH3,,CH3OCH4+,CO,,,2.10E-09,0.00,0.0,M,10,41000,A,7902
2629,HCO+,NS,,HNS+,CO,,,1.10E-09,0.00,0.0,L,10,41000,C,
2630,HCO+,H2CS,,H3CS+,CO,,,1.10E-09,0.00,0.0,L,10,41000,C,
2631,HCO+,H2SiO,,H3SiO+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,HM89
2632,HCO+,PO,,HPO+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,8302
2633,HCO+,HPO,,H2PO+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,
2634,HCO+,C4,,C4H+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,
2635,HCO+,SO,,HSO+,CO,,,7.50E-10,0.00,0.0,L,10,41000,C,
2636,HCO+,C4H,,C4H2+,CO,,,1.40E-09,0.00,0.0,L,10,41000,C,
2637,HCO+,C3N,,HC3N+,CO,,,3.70E-09,0.00,0.0,L,10,41000,C,
2638,HCO+,H2CCCC,,C4H3+,CO,,,1.40E-09,0.00,0.0,L,10,41000,C,
2639,HCO+,HC3N,,HC3NH+,CO,,,4.00E-09,0.00,0.0,M,10,41000,A,8412
2640,HCO+,C4H3,,C4H4+,CO,,,9.00E-10,0.00,0.0,C,10,41000,B,9905
2641,HCO+,C3O,,HC3O+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,
2642,HCO+,NCCN,,NCCNH+,CO,,,1.30E-09,0.00,0.0,E,10,41000,C,
2643,HCO+,SiC2,,SiC2H+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,HM89
2644,HCO+,CH2CHCN,,H4C3N+,CO,,,3.50E-09,0.00,0.0,L,10,41000,C,HL90
2645,HCO+,SiC2H,,SiC2H2+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,HM89
2646,HCO+,SiNC,,SiNCH+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,HM89
2647,HCO+,SiC2H2,,SiC2H3+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,HM89
2648,HCO+,CCP,,HC2P+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,8912
2649,HCO+,HC2P,,PC2H2+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,8912
2650,HCO+,C2S,,HC2S+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,MH90
2651,HCO+,CH3COCH3,,CH3COCH4+,CO,,,2.70E-09,0.00,0.0,M,10,41000,A,7902
2652,HCO+,HCOOCH3,,H5C2O2+,CO,,,2.90E-09,0.00,0.0,M,10,41000,A,7902
2653,HCO+,C5,,C5H+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,
2654,HCO+,OCS,,HOCS+,CO,,,1.10E-09,0.00,0.0,M,10,41000,A,7805
2655,HCO+,SiO2,,HSiO2+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,HM89
2656,HCO+,SiS,,HSiS+,CO,,,3.30E-09,0.00,0.0,L,10,41000,C,
2657,HCO+,C5H,,C5H2+,CO,,,3.00E-09,0.00,0.0,L,10,41000,C,
2658,HCO+,C5H2,,C5H3+,CO,,,2.50E-09,0.00,0.0,L,10,41000,C,
2659,HCO+,CH3C4H,,C5H5+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,HL89
2660,HCO+,SiC3,,SiC3H+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,HM89
2661,HCO+,S2,,HS2+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,MH90
2662,HCO+,CH3C3N,,CH3C3NH+,CO,,,4.00E-09,0.00,0.0,L,10,41000,C,HL89
2663,HCO+,SiC3H,,SiC3H2+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,HM89
2664,HCO+,HS2,,H2S2+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,MH90
2665,HCO+,H2S2,,H3S2+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,MH90
2666,HCO+,C3P,,PC3H+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,8912
2667,HCO+,C3S,,HC3S+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,MH90
2668,HCO+,C6,,C6H+,CO,,,1.40E-09,0.00,0.0,L,10,41000,C,
2669,HCO+,C6H,,C6H2+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,
2670,HCO+,C5N,,HC5N+,CO,,,3.00E-09,0.00,0.0,L,10,41000,C,
2671,HCO+,C6H2,,C6H3+,CO,,,1.40E-09,0.00,0.0,L,10,41000,C,HL89
2672,HCO+,HC5N,,H2C5N+,CO,,,8.00E-09,0.00,0.0,L,10,41000,C,
2673,HCO+,SiC4,,SiC4H+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,HM89
2674,HCO+,C6H6,,C6H7+,CO,,,1.60E-09,0.00,0.0,M,10,41000,A,9505
2675,HCO+,C4P,,PC4H+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,8912
2676,HCO+,C4S,,HC4S+,CO,,,1.00E-09,0.00,0.0,L,10,41000,C,MH90
2677,HCO+,C7,,C7H+,CO,,,1.40E-09,0.00,0.0,L,10,41000,C,HL89
2678,HCO+,C7H,,C7H2+,CO,,,3.00E-09,0.00,0.0,L,10,41000,C,HL89
2679,HCO+,C7H2,,C7H3+,CO,,,2.50E-09,0.00,0.0,L,10,41000,C,HL89
2680,HCO+,C7H4,,C7H5+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,HL89
2681,HCO+,CH3C5N,,CH3C5NH+,CO,,,4.00E-09,0.00,0.0,L,10,41000,C,HL89
2682,HCO+,C8,,C8H+,CO,,,1.40E-09,0.00,0.0,L,10,41000,C,HL89
2683,HCO+,C8H,,C8H2+,CO,,,2.00E-09,0.00,0.0,L,10,41000,C,HL89
2684,HCO+,C7N,,HC7N+,CO,,,3.00E-09,0.00,0.0,L,10,41000,C,HL89
2685,HCO+,C8H2,,C8H3+,CO,,,1.40E-09,0.00,0.0,L,10,41000,C,HL89
2686,HCO+,HC7N,,H2C7N+,CO,,,4.00E-09,0.00,0.0,L,10,41000,C,HL89
2687,HCO+,C9,,C9H+,CO,,,1.40E-09,0.00,0.0,L,10,41000,C,HL89
2688,HCO+,C9H,,C9H2+,CO,,,3.00E-09,0.00,0.0,L,10,41000,C,HL89
2689,HCO+,C9H2,,C9H3+,CO,,,2.50E-09,0.00,0.0,L,10,41000,C,HL89
2690,HCO+,CH3C7N,,CH3C7NH+,CO,,,4.00E-09,0.00,0.0,L,10,41000,C,HL89
2691,HCO+,C9N,,HC9N+,CO,,,3.00E-09,0.00,0.0,L,10,41000,C,HL89
2692,HCO+,HC9N,,H2C9N+,CO,,,4.00E-09,0.00,0.0,L,10,41000,C,HL89
2693,HN2+,H2CO,,H3CO+,N2,,,3.30E-09,0.00,0.0,M,10,41000,A,7906
2694,HN2+,S,,HS+,N2,,,1.10E-09,0.00,0.0,L,10,41000,C,
2695,HN2+,CH3CN,,CH3CNH+,N2,,,4.10E-09,0.00,0.0,M,10,41000,A,7605
2696,HN2+,CO2,,HCO2+,N2,,,9.80E-10,0.00,0.0,M,10,41000,A,8006
2697,HN2+,HC3N,,HC3NH+,N2,,,4.20E-09,0.00,0.0,M,10,41000,A,8412
2698,HN2+,NCCN,,NCCNH+,N2,,,1.20E-09,0.00,0.0,M,10,41000,B,8412
2699,HN2+,C6H6,,C6H7+,N2,,,1.60E-09,0.00,0.0,M,10,41000,A,9505
2700,C2H5+,H2CO,,H3CO+,C2H4,,,3.10E-09,0.00,0.0,M,10,41000,A,7906
2701,C2H5+,H2S,,H3S+,C2H4,,,6.70E-10,0.00,0.0,M,10,41000,A,7701
2702,C2H5+,CH3CN,,CH3CNH+,C2H4,,,3.80E-09,0.00,0.0,M,10,41000,A,8929
2703,C2H5+,HC3N,,HC3NH+,C2H4,,,3.30E-09,0.00,0.0,M,10,41000,A,8518
2704,SiH,S+,,SiS+,H,,,4.20E-10,0.00,0.0,L,10,41000,C,
2705,NO,O2H+,,O2,HNO+,,,7.70E-10,0.00,0.0,M,10,41000,A,7517
2706,NO,C3H+,,C2NH+,CO,,,4.20E-10,0.00,0.0,M,10,41000,A,8304
2707,H2CO+,H2CO,,H3CO+,HCO,,,3.20E-09,0.00,0.0,M,10,41000,A,7805
2708,H2CO,HNO+,,H3CO+,NO,,,1.00E-09,0.00,0.0,L,10,41000,C,
2709,H2CO,O2+,,O2,HCO+,H,,2.30E-10,0.00,0.0,M,10,41000,A,8010
2710,H2CO+,O2,,O2H,HCO+,,,7.70E-11,0.00,0.0,M,10,41000,A,7805
2711,H2CO+,S,,HS+,HCO,,,5.50E-10,0.00,0.0,L,10,41000,C,
2712,H2CO,S+,,HS,HCO+,,,3.35E-10,0.00,0.0,M,10,41000,A,8401
